County,Premium_Rate_per_acre
Butte,126.47
Stanislaus,158.04
Colusa,184.78
Madera,162.93
Fresno,214.35
Stanislaus,128.86
Fresno,168.91
Stanislaus,198.42
Kern,119.37
Kern,66.24
Merced,174.66
Merced,111.95
Stanislaus,133.4
Other,237.06
Madera,194.1
Glenn,138.46
Merced,129.46
Kern,161.34
Stanislaus,142.48
Other,235.29
Madera,80.45
Other,168.5
Merced,139.65
Fresno,0.0
Madera,130.35
Madera,217.18
Stanislaus,137.75
Other,227.32
Stanislaus,180.45
Fresno,182.68
Tulare,216.27
San Joaquin,134.5
Butte,136.78
Fresno,0.0
Other,244.78
Kern,182.16
Merced,158.14
Butte,115.02
Stanislaus,182.19
Fresno,134.76
Other,245.28
Kern,229.77
Kern,167.78
Kern,180.44
Butte,150.94
Butte,172.09
Fresno,155.25
Butte,175.59
Madera,201.29
Stanislaus,151.57
Kern,148.81
Madera,221.22
Fresno,118.51
Fresno,116.02
Fresno,188.78
Fresno,172.22
Butte,118.51
Butte,143.86
Tulare,178.74
Fresno,166.84
Merced,167.93
Butte,156.97
Stanislaus,213.78
Colusa,143.43
Fresno,207.93
Other,214.67
Fresno,187.33
Stanislaus,130.41
Fresno,0.0
Colusa,98.04
Kern,156.4
Merced,136.48
Kern,197.34
Kern,205.62
Merced,174.16
Stanislaus,189.14
San Joaquin,155.39
Other,230.99
Madera,132.47
Madera,184.99
Butte,179.26
Merced,160.02
Tulare,129.83
Fresno,160.53
Stanislaus,147.7
Kern,197.68
Glenn,141.35
Other,190.64
Kern,169.51
San Joaquin,140.58
Madera,172.04
Fresno,179.68
Colusa,177.34
Stanislaus,167.99
Kern,206.31
Glenn,129.1
Tulare,153.57
Stanislaus,160.45
Fresno,171.09
Other,185.45
Other,177.35
Madera,191.47
Merced,61.42
Other,77.29
Merced,68.44
San Joaquin,163.85
Stanislaus,144.22
Other,216.31
Other,219.73
Kern,137.54
Stanislaus,138.62
San Joaquin,151.71
Kern,191.94
Madera,0.0
Kern,169.51
San Joaquin,154.28
Madera,194.0
Merced,185.34
Fresno,167.15
Tulare,182.16
Merced,129.56
Butte,136.17
Fresno,157.53
Stanislaus,165.48
Other,217.83
Butte,75.86
Kern,165.83
Fresno,149.97
Madera,165.36
Fresno,185.47
Tulare,192.21
Other,177.1
San Joaquin,186.02
Merced,156.46
Colusa,136.16
Madera,119.42
Stanislaus,128.19
Fresno,175.74
Madera,162.12
Stanislaus,118.24
Colusa,102.26
Butte,139.84
Fresno,155.77
Stanislaus,183.44
Butte,145.35
Kern,156.28
Stanislaus,171.56
Fresno,189.72
Merced,129.06
Other,220.74
Glenn,157.95
Kern,163.3
Kern,174.0
Stanislaus,142.2
Kern,144.21
Madera,174.47
Other,64.52
San Joaquin,120.52
Other,224.28
Stanislaus,175.33
Butte,142.02
Kern,208.5
Butte,139.58
Other,148.89
Stanislaus,131.18
Colusa,128.45
Fresno,167.46
Fresno,216.52
Fresno,189.2
Other,234.15
Madera,183.88
Other,191.02
Kern,186.64
Stanislaus,0.0
Stanislaus,0.0
Other,207.08
Other,205.94
Fresno,179.88
Stanislaus,187.5
Other,179.76
Merced,0.0
Stanislaus,186.34
Colusa,146.84
Stanislaus,90.22
Other,250.98
Madera,161.82
Kern,261.97
Stanislaus,104.62
Other,170.77
Butte,111.61
Fresno,183.3
Other,191.14
Glenn,140.33
Fresno,204.83
Butte,127.6
Glenn,133.78
Stanislaus,153.01
Colusa,58.39
Merced,190.28
Other,185.45
Fresno,176.47
Merced,154.68
Stanislaus,148.67
San Joaquin,162.1
Fresno,170.15
Fresno,153.28
Other,214.8
Madera,148.76
Butte,156.62
Glenn,167.39
Kern,198.72
Butte,123.76
Colusa,126.39
Stanislaus,153.79
Merced,0.0
Stanislaus,197.64
Fresno,199.55
Other,286.4
Madera,236.3
Madera,193.7
Madera,160.6
Stanislaus,150.02
Merced,157.75
Fresno,248.61
Fresno,110.33
Butte,182.58
Kern,159.16
Fresno,155.66
Merced,151.12
Kern,127.54
Merced,194.24
Madera,171.03
Glenn,123.82
Other,175.96
Fresno,198.51
Fresno,127.3
Colusa,182.18
Merced,98.5
Glenn,159.56
Glenn,150.71
Glenn,94.55
Merced,183.36
San Joaquin,209.76
Other,87.79
Butte,169.38
Tulare,168.03
Fresno,128.24
Merced,196.61
Other,169.51
Fresno,144.18
Glenn,149.44
Kern,211.14
Glenn,111.23
Butte,157.84
Kern,153.99
Glenn,81.7
Stanislaus,191.85
Other,237.95
Fresno,173.88
Fresno,254.09
Merced,149.44
Fresno,165.7
Fresno,187.33
Stanislaus,153.59
Stanislaus,142.87
Kern,184.92
Merced,118.28
Stanislaus,181.51
Madera,112.33
San Joaquin,163.67
Butte,120.09
Stanislaus,187.69
Butte,141.94
Kern,172.84
Fresno,155.46
Stanislaus,165.48
Fresno,164.15
Colusa,54.18
Merced,165.06
Kern,215.05
Stanislaus,149.92
Fresno,163.74
Tulare,141.09
Stanislaus,140.07
Fresno,157.94
Merced,182.87
Stanislaus,160.65
San Joaquin,168.36
Stanislaus,150.89
Stanislaus,135.63
Butte,113.18
Merced,151.22
Other,259.2
Merced,124.52
Fresno,225.22
Fresno,209.48
Fresno,147.38
Fresno,171.91
Other,239.72
Stanislaus,143.64
Other,202.02
Fresno,146.14
Madera,144.11
Kern,145.48
Fresno,56.3
Kern,68.31
Other,166.85
Madera,153.93
Fresno,178.02
Fresno,137.03
Fresno,155.15
Fresno,122.34
San Joaquin,152.26
Other,227.7
Stanislaus,0.0
Merced,147.06
Glenn,143.73
Butte,126.03
Fresno,0.0
Colusa,171.78
Kern,162.04
Kern,156.17
Other,186.71
Kern,162.5
Kern,245.3
Kern,204.7
Other,204.8
Other,166.85
Stanislaus,110.03
Other,84.75
Kern,172.5
Colusa,132.04
Stanislaus,179.29
Stanislaus,167.21
Merced,156.66
Merced,95.74
Madera,193.19
Kern,205.62
Stanislaus,188.76
Colusa,174.29
Merced,127.48
Kern,197.57
Merced,67.05
Stanislaus,156.3
Tulare,204.9
Tulare,161.96
Kern,187.1
Butte,110.12
Stanislaus,168.28
Kern,202.17
Merced,194.54
Madera,179.33
Butte,62.49
Kern,224.25
Stanislaus,149.63
Kern,238.4
Fresno,195.93
Madera,158.88
Colusa,116.7
Stanislaus,123.26
San Joaquin,0.0
Other,181.53
Fresno,189.92
Merced,153.29
San Joaquin,164.13
Butte,145.7
Madera,66.39
San Joaquin,161.64
Stanislaus,170.4
Merced,155.27
Fresno,67.9
Other,238.71
Madera,143.81
Butte,77.87
Kern,169.62
Kern,0.0
Other,233.27
Kern,163.42
Glenn,116.33
Other,146.23
Tulare,144.29
Kern,174.11
Colusa,128.99
Tulare,181.28
Butte,0.0
Other,204.17
Stanislaus,209.82
Kern,194.35
Stanislaus,163.93
Other,237.57
Kern,0.0
San Joaquin,0.0
Merced,150.72
Colusa,137.33
Fresno,148.52
San Joaquin,130.92
Stanislaus,193.39
Kern,111.89
Madera,154.03
Merced,61.22
Glenn,153.95
Fresno,141.69
Kern,197.34
Madera,175.99
Merced,146.37
Fresno,106.71
Fresno,159.29
Stanislaus,157.94
Glenn,110.29
Glenn,178.54
Kern,194.35
Merced,166.55
Madera,108.79
Butte,129.79
Madera,157.67
Fresno,190.96
Other,207.59
Fresno,160.32
Kern,143.29
Stanislaus,144.32
Tulare,174.65
Stanislaus,118.34
Other,176.09
Tulare,181.17
Madera,158.48
Other,199.36
Other,95.51
Merced,131.93
Other,190.38
Stanislaus,87.23
Stanislaus,119.3
Fresno,120.47
Fresno,188.78
Fresno,190.85
Kern,178.94
Kern,143.06
Kern,194.35
Kern,217.58
Stanislaus,0.0
Fresno,65.41
San Joaquin,136.71
Tulare,160.08
Fresno,151.52
Stanislaus,159.49
Butte,117.55
Colusa,98.22
Stanislaus,173.11
Other,181.4
Kern,210.45
Butte,125.16
Glenn,177.52
Madera,159.79
Stanislaus,135.14
Fresno,179.68
Glenn,0.0
Other,178.74
Kern,233.91
Merced,167.64
Other,152.56
San Joaquin,147.2
Other,0.0
Tulare,102.89
Madera,157.57
Colusa,124.68
Kern,171.12
San Joaquin,152.17
Other,207.46
San Joaquin,158.24
Madera,199.36
Merced,193.25
Colusa,166.57
Merced,153.29
Butte,172.0
Fresno,68.21
Stanislaus,139.39
Fresno,242.19
Stanislaus,184.51
Tulare,182.71
Merced,0.0
Fresno,165.29
Tulare,0.0
Kern,233.1
Other,142.19
Kern,145.13
Butte,141.33
Other,161.54
Kern,201.94
Stanislaus,178.03
Kern,212.75
Madera,191.37
Kern,0.0
Merced,141.33
Glenn,126.03
Kern,117.18
Madera,220.41
Tulare,196.07
Butte,124.02
Fresno,207.31
Madera,90.07
Colusa,135.0
Butte,180.31
Other,217.33
Madera,86.12
Merced,233.11
Merced,161.7
Kern,159.85
San Joaquin,178.94
Other,212.9
Butte,134.86
Kern,119.6
Other,187.73
Fresno,194.06
Fresno,157.22
Madera,103.43
San Joaquin,127.42
Colusa,135.99
Fresno,74.83
Butte,45.62
Other,194.18
Fresno,143.24
Tulare,182.49
Madera,151.6
Fresno,134.03
Fresno,117.37
Stanislaus,156.78
Stanislaus,182.57
Other,215.43
Fresno,195.1
San Joaquin,161.28
Fresno,193.96
Other,174.82
Stanislaus,168.47
Madera,188.43
Fresno,185.16
Fresno,182.16
Merced,162.1
Stanislaus,159.49
San Joaquin,138.83
Tulare,111.61
Stanislaus,187.31
Fresno,213.0
Madera,125.49
Other,137.25
Madera,216.97
Fresno,199.44
Kern,69.0
Colusa,152.04
Madera,180.14
Butte,53.93
Madera,193.9
Colusa,48.44
Butte,131.97
Merced,138.86
Kern,198.49
Kern,160.66
Fresno,185.37
Stanislaus,139.59
Butte,146.39
Stanislaus,178.03
Other,160.02
Glenn,152.33
Stanislaus,180.93
Other,193.67
Colusa,161.01
Kern,172.62
Kern,209.07
Merced,157.75
Kern,177.56
Stanislaus,149.05
Madera,175.99
Kern,244.84
San Joaquin,103.04
Butte,157.32
Merced,73.68
Fresno,115.3
Fresno,55.89
Kern,168.24
Kern,180.09
Kern,183.31
Stanislaus,165.77
Kern,173.88
Kern,182.5
San Joaquin,123.83
Kern,160.42
Merced,196.22
Butte,104.71
Other,254.52
Other,191.39
Fresno,154.73
Glenn,163.73
Glenn,159.73
Madera,215.86
Butte,0.0
Kern,179.52
Other,261.6
Butte,160.2
Other,233.14
Other,186.71
Fresno,185.06
Madera,172.04
Butte,173.66
Stanislaus,133.6
Glenn,124.33
Fresno,139.83
Stanislaus,156.49
Kern,0.0
Other,199.11
Other,177.48
Stanislaus,173.2
San Joaquin,112.7
Kern,220.57
Merced,169.71
Merced,166.05
Kern,218.5
Stanislaus,179.19
Tulare,229.08
Other,244.78
Other,235.04
Fresno,168.5
Butte,151.81
Tulare,149.81
Other,201.64
Fresno,155.56
Madera,115.67
Tulare,196.18
Kern,156.06
Stanislaus,0.0
Madera,142.29
Stanislaus,64.53
Merced,151.02
Kern,161.12
Colusa,131.32
Fresno,195.41
Madera,181.76
Glenn,134.29
Other,206.95
San Joaquin,69.37
Madera,146.34
Merced,168.53
Glenn,173.94
Colusa,186.49
Madera,201.49
Stanislaus,61.34
Merced,181.88
Stanislaus,0.0
San Joaquin,107.64
Tulare,68.45
Fresno,168.7
Stanislaus,152.92
Stanislaus,179.19
Merced,160.02
Tulare,169.57
Butte,129.61
Stanislaus,69.55
Butte,100.68
Kern,0.0
Madera,174.47
San Joaquin,108.1
Stanislaus,162.67
Madera,163.74
Merced,133.91
Kern,124.08
Kern,152.72
Madera,192.99
Butte,109.42
Other,186.33
Kern,133.86
Colusa,140.2
Tulare,182.49
Fresno,171.6
Stanislaus,154.37
Fresno,173.98
Madera,0.0
Madera,226.18
Kern,208.96
Fresno,176.67
Kern,158.7
Kern,175.84
Fresno,229.36
Other,234.15
Other,235.92
Merced,150.23
Other,65.15
San Joaquin,120.34
Stanislaus,157.65
Glenn,134.88
Butte,135.73
Kern,182.96
Stanislaus,164.61
Kern,189.86
Other,144.08
Madera,145.42
San Joaquin,153.27
Glenn,167.73
Fresno,163.22
Merced,145.78
Stanislaus,218.03
Fresno,167.36
Kern,177.1
Kern,148.58
Fresno,85.08
Kern,140.76
Merced,0.0
Fresno,169.74
Tulare,224.0
Merced,195.53
Glenn,186.37
Butte,129.79
Madera,221.93
Merced,70.32
Madera,48.98
Other,178.36
Madera,187.62
Merced,143.9
Other,209.74
Other,0.0
Fresno,0.0
Other,198.35
Butte,76.74
Fresno,189.4
Fresno,69.86
Glenn,111.65
Merced,113.04
Kern,145.13
Madera,151.4
Other,257.55
Stanislaus,172.04
Tulare,220.14
Madera,157.26
Other,184.82
Other,253.25
Merced,191.17
Kern,187.91
Butte,188.87
Tulare,106.65
Stanislaus,158.81
Butte,144.56
Stanislaus,212.42
San Joaquin,149.5
Kern,151.68
Tulare,200.93
Other,306.0
Fresno,218.7
Kern,169.51
Butte,166.32
Tulare,220.8
Kern,253.92
Glenn,190.37
Butte,130.49
Butte,134.6
Merced,200.17
Stanislaus,130.6
Kern,154.44
Tulare,159.31
Butte,114.06
Stanislaus,148.86
Stanislaus,149.25
Fresno,180.81
Colusa,138.68
Merced,158.04
Madera,133.58
Tulare,183.37
Other,248.7
Fresno,137.76
Merced,175.55
Butte,189.48
Stanislaus,153.88
Butte,192.98
Kern,126.38
Merced,0.0
Fresno,171.29
Other,87.66
Colusa,171.95
Kern,111.44
Stanislaus,64.14
Butte,75.43
Merced,177.82
Other,176.09
Merced,194.83
Other,199.87
Kern,151.8
San Joaquin,131.28
Fresno,63.65
San Joaquin,0.0
Merced,72.0
Madera,169.91
Merced,119.27
Merced,161.5
Fresno,224.49
Colusa,161.55
Other,199.11
Kern,203.2
Kern,128.92
Stanislaus,169.73
Fresno,155.25
Kern,71.76
Stanislaus,172.33
Fresno,178.85
Kern,164.91
Madera,160.1
Stanislaus,153.69
Fresno,123.48
Merced,177.82
Merced,149.44
Kern,163.3
Madera,173.15
Madera,157.97
San Joaquin,179.4
Kern,103.84
Fresno,179.26
Fresno,102.57
Stanislaus,124.61
Butte,158.89
Madera,98.97
Fresno,231.22
Other,158.88
San Joaquin,117.48
Other,258.95
Stanislaus,0.0
Other,72.74
Fresno,195.1
Fresno,153.18
Stanislaus,159.1
Other,195.82
San Joaquin,174.8
Butte,90.81
Fresno,170.15
Madera,175.89
Glenn,174.2
Madera,175.89
Tulare,179.73
Fresno,144.38
Fresno,168.6
Madera,142.29
Butte,161.6
Merced,222.13
Colusa,161.64
Stanislaus,160.55
Glenn,150.46
Kern,168.7
Stanislaus,179.97
Butte,163.53
San Joaquin,88.14
Madera,154.43
Butte,181.18
Madera,190.86
Madera,150.48
San Joaquin,142.97
Kern,203.9
Fresno,177.61
Other,227.32
Kern,183.54
Tulare,223.45
Madera,173.25
Merced,128.77
Fresno,182.78
Other,200.63
San Joaquin,157.78
Other,285.76
Butte,110.56
Kern,259.9
Stanislaus,165.77
Merced,194.83
Other,164.83
San Joaquin,130.82
Stanislaus,156.11
Fresno,164.67
Kern,182.27
Fresno,181.85
Merced,143.31
Kern,175.14
San Joaquin,123.74
Butte,113.97
Butte,165.45
Other,148.51
Merced,95.64
Madera,187.52
Kern,202.74
Fresno,163.32
Stanislaus,152.53
Madera,151.8
Tulare,202.69
Butte,138.09
Other,214.67
San Joaquin,0.0
Merced,153.89
San Joaquin,137.36
Madera,196.23
Kern,177.22
Glenn,80.42
Madera,84.5
Butte,148.32
Madera,120.43
Merced,119.87
Other,76.79
Other,198.73
Butte,159.07
Other,194.81
Other,178.24
Fresno,164.05
Other,141.43
Merced,167.44
Kern,158.24
Kern,232.88
Madera,173.15
Stanislaus,144.32
Stanislaus,108.1
Glenn,144.67
Other,231.75
Madera,0.0
Madera,85.41
Fresno,170.46
Butte,136.43
Stanislaus,117.47
Tulare,198.06
Madera,147.95
Kern,162.26
San Joaquin,144.62
Other,241.11
San Joaquin,138.83
Colusa,0.0
Other,186.46
Kern,159.74
Madera,0.0
Stanislaus,180.16
Fresno,195.1
Colusa,0.0
Kern,167.67
Merced,167.64
Tulare,194.3
Butte,124.98
Other,240.98
Other,97.15
Stanislaus,211.65
Other,197.72
Stanislaus,136.79
Stanislaus,216.0
Kern,121.21
Madera,157.77
Kern,201.25
Madera,180.54
Kern,162.5
Madera,101.2
Colusa,134.73
Kern,216.89
Merced,134.9
Tulare,130.38
Fresno,198.41
Stanislaus,94.09
Butte,134.68
Stanislaus,137.46
Merced,124.52
Stanislaus,154.85
Fresno,173.26
Merced,176.44
Merced,169.61
Butte,0.0
Stanislaus,56.99
Butte,65.38
Fresno,0.0
Stanislaus,51.58
Butte,153.56
Madera,175.78
Madera,203.82
Butte,0.0
Other,192.28
Fresno,148.11
Other,143.96
Other,211.25
Colusa,155.63
Kern,248.17
Colusa,116.97
Butte,157.49
Butte,0.0
Kern,270.14
Tulare,164.83
Fresno,205.55
Madera,137.13
San Joaquin,65.96
Glenn,100.93
Kern,171.35
Stanislaus,174.46
Fresno,168.08
Madera,162.22
San Joaquin,164.77
Fresno,181.23
San Joaquin,156.95
Stanislaus,123.07
Kern,151.22
Merced,186.62
Kern,172.62
Stanislaus,50.33
Fresno,138.17
Stanislaus,148.96
Stanislaus,188.85
Kern,221.03
Kern,256.22
Kern,174.8
Butte,149.45
Glenn,147.65
San Joaquin,124.29
Tulare,186.02
Merced,0.0
Madera,197.74
Kern,241.27
Stanislaus,154.95
Glenn,151.9
San Joaquin,0.0
Other,170.65
Merced,108.2
Merced,182.37
Fresno,132.17
Madera,121.44
Other,59.08
Stanislaus,152.92
Merced,198.79
San Joaquin,132.39
Fresno,150.7
Madera,161.21
Other,190.13
Stanislaus,194.94
Fresno,96.67
Merced,149.54
Kern,155.36
Stanislaus,0.0
Stanislaus,164.03
Stanislaus,102.01
Fresno,136.21
Other,173.68
Other,185.45
Fresno,130.1
Stanislaus,0.0
Fresno,102.05
Glenn,179.9
Fresno,61.06
Kern,176.3
Fresno,203.27
Stanislaus,174.56
Other,241.11
Other,0.0
Fresno,199.76
Madera,216.06
Stanislaus,137.66
Fresno,183.51
Fresno,163.22
Fresno,125.75
Fresno,67.38
Fresno,160.53
Fresno,202.14
Kern,186.64
Butte,144.47
San Joaquin,164.31
Butte,179.26
Other,144.72
Kern,171.24
Other,277.92
Madera,160.4
Butte,87.92
Merced,157.15
Fresno,73.28
Other,199.62
Kern,65.78
Kern,178.14
Fresno,216.21
Madera,179.53
Glenn,116.67
Tulare,199.71
Butte,159.42
Fresno,219.94
Glenn,123.05
Other,281.72
Kern,164.8
Kern,216.43
Madera,103.83
Fresno,159.7
Kern,192.05
Tulare,195.63
San Joaquin,190.9
Butte,166.5
San Joaquin,152.17
Butte,131.71
Merced,160.51
San Joaquin,151.34
Other,0.0
Fresno,180.71
Stanislaus,141.71
Madera,174.97
Fresno,130.62
Kern,0.0
Stanislaus,130.99
Stanislaus,152.63
Stanislaus,112.93
Other,158.38
Stanislaus,135.72
Merced,128.27
Merced,156.95
Merced,99.99
Fresno,127.82
Stanislaus,104.91
Kern,177.68
Fresno,202.24
Kern,232.3
San Joaquin,179.49
Butte,134.86
Merced,159.23
Stanislaus,133.02
Butte,126.9
Kern,194.58
Colusa,110.6
Merced,211.45
Colusa,146.57
San Joaquin,52.07
Madera,165.36
Stanislaus,120.75
Stanislaus,193.59
Glenn,44.68
Madera,147.55
Stanislaus,124.03
Stanislaus,0.0
Other,191.27
Merced,176.83
Kern,150.76
Kern,199.3
Kern,158.82
Butte,147.97
Stanislaus,162.19
Fresno,200.69
Madera,160.91
Butte,55.94
Stanislaus,187.89
Madera,148.66
Colusa,221.02
Tulare,0.0
Kern,136.04
Colusa,154.73
Colusa,148.99
Colusa,81.99
Other,158.38
Glenn,145.27
Merced,197.01
Kern,227.47
Butte,101.65
Tulare,115.7
Fresno,162.6
Colusa,174.02
Fresno,0.0
Fresno,189.09
Kern,180.32
Other,211.0
Fresno,169.64
Kern,202.98
Merced,165.26
Madera,136.01
Madera,161.62
Stanislaus,0.0
Fresno,163.22
Kern,155.48
Butte,130.84
Tulare,147.05
Glenn,175.22
Other,222.64
Merced,156.46
Stanislaus,133.98
Other,234.78
Other,237.95
Tulare,209.76
Other,179.76
Madera,140.06
Merced,150.23
Stanislaus,52.16
Glenn,172.84
San Joaquin,114.36
San Joaquin,147.94
Fresno,160.01
Madera,142.08
San Joaquin,124.2
Fresno,140.35
Fresno,133.2
Merced,119.77
Merced,145.68
Stanislaus,188.56
Other,219.48
Kern,222.18
Madera,208.57
Kern,199.3
Kern,257.71
Kern,130.76
Fresno,134.24
Kern,151.57
Merced,168.53
Merced,159.72
Merced,186.33
San Joaquin,120.52
San Joaquin,146.74
Fresno,200.89
Merced,133.32
Kern,0.0
Butte,168.16
Madera,171.03
Madera,169.0
Stanislaus,87.91
Stanislaus,154.56
Stanislaus,65.3
Butte,161.69
Other,173.56
Madera,138.44
Kern,0.0
Fresno,145.73
Butte,173.05
Merced,194.44
Butte,114.23
Other,188.61
Merced,198.69
Colusa,172.22
Butte,109.42
Stanislaus,174.56
Glenn,133.69
Kern,186.76
Glenn,114.37
Stanislaus,0.0
San Joaquin,84.27
San Joaquin,152.72
Kern,233.91
Fresno,213.83
Kern,221.84
Glenn,156.16
Butte,146.74
Stanislaus,192.33
Merced,0.0
Merced,187.12
Merced,188.21
San Joaquin,154.19
Merced,173.37
Kern,125.46
Kern,195.62
Stanislaus,227.78
San Joaquin,57.78
Fresno,172.22
Butte,124.46
Colusa,121.09
Fresno,70.38
Kern,203.78
San Joaquin,124.94
Kern,0.0
San Joaquin,160.82
San Joaquin,128.98
Fresno,164.25
Merced,222.62
Merced,136.48
Stanislaus,127.32
Stanislaus,154.17
Stanislaus,132.92
Kern,177.1
Kern,221.38
Fresno,148.63
Colusa,136.43
Colusa,99.66
Madera,144.92
Merced,193.84
Stanislaus,156.78
Tulare,213.07
San Joaquin,129.26
Madera,209.48
Stanislaus,106.65
Fresno,164.05
Tulare,104.88
Fresno,185.68
Kern,286.35
Merced,0.0
Merced,171.1
Butte,167.2
Stanislaus,156.01
Kern,137.88
Butte,150.76
Kern,175.49
Stanislaus,166.73
Merced,150.23
Butte,159.85
Fresno,89.32
Merced,180.49
Fresno,221.8
Stanislaus,182.09
Kern,176.3
San Joaquin,131.01
Merced,188.6
San Joaquin,0.0
Stanislaus,184.31
Madera,175.28
San Joaquin,127.7
Butte,187.21
Butte,174.19
Kern,181.47
Other,251.36
Stanislaus,0.0
Fresno,64.48
Butte,179.52
Fresno,150.9
Butte,113.79
San Joaquin,90.99
Stanislaus,176.2
Kern,180.66
Kern,217.0
Fresno,174.19
Butte,140.19
Other,227.45
Fresno,182.37
Kern,216.43
Stanislaus,154.95
Merced,112.35
Kern,185.15
Kern,182.04
Other,140.67
Other,63.5
Butte,173.23
Glenn,122.46
Colusa,0.0
Madera,160.2
Tulare,0.0
Butte,114.06
Madera,192.89
Madera,116.89
Kern,207.46
Fresno,207.93
Kern,232.64
Fresno,153.8
Colusa,167.83
Madera,141.68
Merced,0.0
Butte,119.65
Merced,174.46
Merced,180.99
Merced,180.69
Fresno,206.9
Other,136.24
Kern,195.27
Fresno,137.76
San Joaquin,159.53
Butte,143.16
Glenn,109.1
Other,173.94
Kern,193.08
Other,253.63
Fresno,158.46
San Joaquin,190.9
Merced,156.46
Fresno,173.88
Other,234.15
Tulare,163.5
Kern,172.38
Merced,182.77
Stanislaus,140.46
Stanislaus,132.82
Other,203.79
Madera,174.67
Stanislaus,170.6
Stanislaus,130.51
Tulare,157.21
Merced,138.26
Stanislaus,144.03
San Joaquin,164.5
Merced,209.27
Other,195.82
San Joaquin,194.21
San Joaquin,205.9
Kern,168.36
Tulare,194.86
Stanislaus,241.89
Merced,160.91
Colusa,150.79
Merced,0.0
Kern,66.24
Fresno,174.5
Merced,116.6
Fresno,69.34
Tulare,228.75
Fresno,196.86
Merced,114.92
San Joaquin,118.5
Merced,172.98
Other,158.5
Madera,158.99
Kern,130.76
Butte,162.13
Butte,175.41
Glenn,149.1
Tulare,209.21
Colusa,146.03
Kern,237.82
Fresno,223.15
Fresno,51.44
Fresno,128.96
San Joaquin,65.04
Fresno,123.48
Other,206.07
Merced,164.37
Kern,227.81
Merced,178.12
Tulare,233.83
Colusa,175.63
Kern,191.94
Stanislaus,183.44
Kern,219.42
Other,238.71
Stanislaus,169.73
Colusa,133.29
Stanislaus,163.74
Tulare,144.29
San Joaquin,116.84
Other,243.77
Fresno,144.9
Other,260.34
Butte,161.69
Other,179.88
Merced,162.39
Butte,175.76
San Joaquin,121.26
Merced,177.62
Butte,147.62
Kern,137.54
Kern,194.35
Kern,175.95
Madera,144.41
Tulare,193.42
Butte,152.6
Other,186.59
Other,169.13
Merced,213.82
Tulare,180.95
Fresno,146.56
Madera,212.82
Colusa,115.71
Kern,183.42
Merced,161.6
Stanislaus,151.57
Colusa,125.13
Butte,121.14
Merced,228.16
Colusa,116.34
Other,247.56
Fresno,121.82
Fresno,215.38
Merced,164.67
Other,96.77
Stanislaus,152.24
Fresno,204.83
Madera,173.05
Butte,163.79
Kern,221.03
Other,186.08
Madera,175.89
Merced,189.1
Merced,153.79
Other,268.81
Glenn,49.53
Colusa,141.37
Tulare,221.79
Merced,177.03
Fresno,190.13
Butte,135.73
Merced,166.94
Stanislaus,173.01
Madera,166.98
Merced,136.98
Madera,129.33
Butte,145.17
Other,173.56
Colusa,150.34
Stanislaus,99.4
Stanislaus,197.93
Fresno,209.59
Stanislaus,172.53
Tulare,187.02
Kern,206.88
Butte,122.36
Butte,137.48
Butte,169.64
Madera,160.5
Colusa,179.85
Tulare,129.61
San Joaquin,125.95
Merced,191.17
Kern,116.04
Other,149.14
Colusa,176.62
Merced,175.65
Fresno,142.21
Madera,0.0
Glenn,137.1
Kern,216.43
Fresno,151.42
Stanislaus,146.74
Kern,0.0
Fresno,172.53
Other,174.57
Kern,205.39
Other,217.71
Other,131.31
Other,204.3
Other,0.0
Other,205.69
Stanislaus,134.27
Fresno,162.18
Madera,164.85
Kern,174.92
San Joaquin,166.24
Stanislaus,109.25
Madera,114.86
Madera,165.97
Kern,177.56
Butte,153.21
Stanislaus,171.46
Merced,162.0
Butte,134.6
Merced,192.36
Butte,136.52
Other,167.11
Kern,178.36
Madera,168.4
Kern,247.82
Other,201.89
Stanislaus,115.63
Butte,0.0
Fresno,159.7
Stanislaus,190.5
Merced,181.28
Butte,51.22
Kern,184.69
Glenn,103.65
Tulare,103.67
Kern,151.11
San Joaquin,175.44
Colusa,143.79
Other,203.16
Butte,156.1
Butte,160.29
Stanislaus,96.79
San Joaquin,107.27
Fresno,182.99
Madera,167.79
Madera,155.24
Fresno,162.6
Fresno,208.14
Merced,215.7
San Joaquin,146.74
Other,291.33
Tulare,171.89
Merced,170.21
Madera,189.65
Fresno,175.33
Kern,231.61
San Joaquin,113.16
Fresno,191.27
Stanislaus,156.2
Kern,205.28
Kern,192.28
Fresno,141.69
San Joaquin,147.29
Madera,138.85
San Joaquin,161.28
Kern,0.0
Butte,36.27
Other,262.99
Colusa,123.25
Butte,104.71
Fresno,0.0
Tulare,193.75
Fresno,213.83
Kern,87.63
Kern,153.29
Stanislaus,102.3
San Joaquin,151.52
San Joaquin,155.2
Kern,198.38
Fresno,192.41
Fresno,168.91
Glenn,146.03
Fresno,102.46
Other,241.24
Stanislaus,195.42
Fresno,180.19
Kern,169.62
Stanislaus,168.95
Stanislaus,144.61
Kern,63.25
Fresno,145.73
Stanislaus,161.42
Butte,156.01
Other,298.67
Butte,138.53
Glenn,132.33
Other,201.89
Fresno,221.08
Fresno,155.15
Madera,147.95
Merced,157.35
Fresno,189.4
Other,194.56
Madera,106.16
Merced,186.23
Stanislaus,137.94
Stanislaus,138.52
Other,258.95
Fresno,185.06
